 ;;;;;;
sample_matrix_id;sample_matrix_code;name_vi;sample_matrix_group_id;sample_matrix_group;;
5c13d754-b926-46ef-a987-713b4de44727;NM-0130;Sữa chế biến;;SỮA & SẢN PHẨM SỮA;;
c0bb4d41-0837-45f3-b2cf-d77647c1f711;NM-0131;Sữa tươi nguyên liệu;;SỮA & SẢN PHẨM SỮA;;
4170a478-feb5-4d90-866f-762b87ee42c3;NM-0132;Sữa tươi tiệt trùng;;SỮA & SẢN PHẨM SỮA;;
5d6a713b-58a8-4706-bfe1-28607a2572a0;NM-0133;Thực phẩm bổ sung dạng sữa bột;;SỮA & SẢN PHẨM SỮA;;
ce45b4b6-3562-4cb9-9950-1b13d6b9a12b;NM-0134;TACN & NGUYÊN LIỆU;;TACN & NGUYÊN LIỆU;;
5d621b1c-1e09-4c50-8aa0-69f3b841cc69;NM-0135;THỨC ĂN CHĂN NUÔI;;THỨC ĂN CHĂN NUÔI;;
8127140d-175f-4747-aa4e-1530499fae9e;NM-0136;THỨC ĂN THỦY SẢN;;THỨC ĂN THỦY SẢN;;
44b742f8-6ed0-4550-9f8d-96562dc5cb56;NM-0137;Bánh mứt;;THỰC PHẨM;;
9d983b7f-a30b-4674-b2f7-09707373c79b;NM-0138;Bánh, mứt, kẹo;;THỰC PHẨM;;
ad79d9a2-37e9-41e4-aa16-c552818c2f28;NM-0139;Đồ hộp;;THỰC PHẨM;;
2a1fc094-9952-4266-bb85-fdecc955e5ce;NM-0140;Đồ hộp, thực phẩm;;THỰC PHẨM;;
6f3df48a-6b2e-4d62-a15f-00f7e0afb6d7;NM-0141;kẹo ;;THỰC PHẨM;;
e127e8d9-c77c-4fe3-9517-9858deb78eea;NM-0142;Thịt và sản phẩm thịt;;THỰC PHẨM;;
1d584dc3-6489-4f0f-9690-280c7924b8fe;NM-0143;Thực phẩm ;;THỰC PHẨM;;
5926ae1f-c042-4279-b019-a4358ea191a7;NM-0144;Thực phẩm (trừ sữa và sản phẩm sữa);;THỰC PHẨM;;
3ba7e877-1215-48f5-9dbe-9b21e8438ffc;NM-0145;Thực phẩm đã axit hóa;;THỰC PHẨM;;
b1a31928-45f6-46dc-ac1f-94ec347f0112;NM-0146;THỦY SẢN VÀ SẢN PHẨM THỦY SẢN;;THỦY SẢN VÀ SẢN PHẨM THỦY SẢN;;
14bf241b-36f1-46bb-afa7-d84afe1e0477;NM-0147;Đông trùng hạ thảo;;TP BVSK;;
6c7c8723-336f-47f8-88dd-41c6f22abf0f;NM-0148;Nhân sâm;;TP BVSK;;
47f9fb9b-f44b-4b2b-ada6-d5563af9b3ad;NM-0149;Thực phẩm bảo vệ sức khoẻ;;TP BVSK;;
ef4a9c18-d92a-475b-b3af-8c27b714a9ac;NM-0150;Thực phẩm bảo vệ sức khỏe, Thực phẩm bổ sung;;TP BVSK;;
700ad042-51e8-4e14-8be2-6de7421ea862;NM-0151;Thực phẩm bổ sung, thực phẩm bảo vệ sức khỏe;;TP BVSK;;
f279c486-ef44-4c5d-8d7a-40d286bdba64;NM-0152;Thực phẩm chức năng;;TP BVSK;;
258b1f12-8624-4538-a207-81435f408309;NM-0153; Vệ sinh bề mặt khu vực sản xuất (không bao gồm lấy mẫu);;VSCN;;
83277018-e371-4fb3-b028-fe9604dbfce9;NM-0154;Mẫu môi trường;;VSCN;;
7909e351-3947-43b9-a2c5-b8451e8b7c55;NM-0155;Mẫu quét bề mặt chuồng trại;;VSCN;;
ec4eef70-2803-429e-bf25-9cb93cdf34ff;NM-0156;Tăm bông quét mẫu bề mặt vật liệu;;VSCN;;
