package_analysis_group,package_id,uniqueidentifier,NO,NULL,NULL
package_analysis_group,analysis_group_id,uniqueidentifier,NO,NULL,NULL
package_analysis_group,display_order,int,YES,NULL,NULL
package_analysis_group,is_required,bit,NO,((1)),NULL
package_analysis_group,notes,nvarchar,YES,NULL,-1
package_analysis_group,created_at,datetime2,NO,(getutcdate()),NULL
permission,permission_id,uniqueidentifier,NO,NULL,NULL
permission,permission_code,nvarchar,NO,NULL,-1
permission,name,nvarchar,NO,NULL,-1
permission,notes,nvarchar,NO,NULL,-1
permission,status,nvarchar,NO,NULL,-1
quotation,quotation_id,uniqueidentifier,NO,(newid()),NULL
quotation,quotation_code,nvarchar,YES,NULL,50
quotation,employee_id,uniqueidentifier,YES,NULL,NULL
quotation,sales_person_name,nvarchar,YES,NULL,255
quotation,sales_person_email,nvarchar,YES,NULL,255
quotation,sales_person_phone,nvarchar,YES,NULL,50
quotation,client_id,uniqueidentifier,NO,NULL,NULL
quotation,agent_name,nvarchar,YES,NULL,255
quotation,company_name,nvarchar,YES,NULL,255
quotation,contact_id,uniqueidentifier,YES,NULL,NULL
quotation,contact_name,nvarchar,YES,NULL,255
quotation,tax_code,nvarchar,YES,NULL,50
quotation,contact_email,nvarchar,YES,NULL,255
quotation,forecast,decimal,YES,NULL,NULL
quotation,contact_phone,nvarchar,YES,NULL,50
quotation,revenue,decimal,YES,NULL,NULL
quotation,address,nvarchar,YES,NULL,500
quotation,debt_contact_name,nvarchar,YES,NULL,255
quotation,debt_contact_phone,nvarchar,YES,NULL,50
quotation,debt_contact_email,nvarchar,YES,NULL,255
quotation,payment_method,nvarchar,YES,NULL,255
quotation,valid_from,datetime2,YES,NULL,NULL
quotation,valid_to,datetime2,YES,NULL,NULL
quotation,discount_percent,decimal,YES,NULL,NULL
quotation,sub_total,decimal,YES,NULL,NULL
quotation,total_discount_percent,decimal,YES,NULL,NULL
quotation,total_discount,decimal,YES,NULL,NULL
quotation,vat_percent,decimal,YES,((8)),NULL
quotation,vat_amount,decimal,YES,NULL,NULL
quotation,total_amount,decimal,YES,NULL,NULL
quotation,quotation_discount_percent,decimal,YES,NULL,NULL
quotation,client_discount_percent,decimal,YES,NULL,NULL
quotation,status,nvarchar,NO,('Draft'),50
quotation,notes,nvarchar,YES,NULL,-1
quotation,created_at,datetime2,NO,(getutcdate()),NULL
quotation,updated_at,datetime2,YES,NULL,NULL
quotation,created_by,uniqueidentifier,YES,NULL,NULL
quotation,updated_by,uniqueidentifier,YES,NULL,NULL
quotation_item,quotation_item_id,uniqueidentifier,NO,(newid()),NULL
quotation_item,quotation_id,uniqueidentifier,NO,NULL,NULL
quotation_item,item_type,nvarchar,NO,NULL,50
quotation_item,analysis_item_id,uniqueidentifier,YES,NULL,NULL
quotation_item,analysis_group_id,uniqueidentifier,YES,NULL,NULL
quotation_item,package_id,uniqueidentifier,YES,NULL,NULL
quotation_item,item_code,nvarchar,YES,NULL,50
quotation_item,item_name_vi,nvarchar,YES,NULL,500
quotation_item,item_name_en,nvarchar,YES,NULL,500
quotation_item,description,nvarchar,YES,NULL,-1
quotation_item,quantity,int,NO,((1)),NULL
quotation_item,unit_price,decimal,NO,NULL,NULL
quotation_item,discount_percent,decimal,YES,NULL,NULL
quotation_item,discount_amount,decimal,YES,NULL,NULL
quotation_item,sub_total,decimal,NO,NULL,NULL
quotation_item,display_order,int,YES,NULL,NULL
quotation_item,notes,nvarchar,YES,NULL,-1
quotation_item,created_at,datetime2,NO,(getutcdate()),NULL
quotation_item,updated_at,datetime2,YES,NULL,NULL
sample_matrix,sample_matrix_id,uniqueidentifier,NO,NULL,NULL
sample_matrix,sample_matrix_code,nvarchar,NO,NULL,50
sample_matrix,name_vi,nvarchar,NO,NULL,255
sample_matrix,name_en,nvarchar,YES,NULL,255
sample_matrix,sample_matrix_group,nvarchar,NO,NULL,255
sample_matrix,registered_matrix,nvarchar,YES,NULL,255
sample_matrix,status,nvarchar,NO,NULL,20
sample_matrix,notes,nvarchar,YES,NULL,500
sample_matrix,created_at,datetime2,NO,(sysdatetime()),NULL
sample_matrix,updated_at,datetime2,YES,NULL,NULL
sample_matrix,sample_matrix_group_id,uniqueidentifier,YES,NULL,NULL
sample_matrix_group,sample_matrix_group_id,uniqueidentifier,NO,NULL,NULL
sample_matrix_group,sample_matrix_group_code,nvarchar,NO,NULL,50
sample_matrix_group,name_vi,nvarchar,NO,NULL,255
sample_matrix_group,name_en,nvarchar,YES,NULL,255
sample_matrix_group,status,nvarchar,NO,NULL,20
sample_matrix_group,notes,nvarchar,YES,NULL,500
sample_matrix_group,created_at,datetime2,NO,(sysdatetime()),NULL
sample_matrix_group,updated_at,datetime2,YES,NULL,NULL

(245 rows affected)
